L.p.,Sex,Age_2,Man_nman,Av_1,Dst_2,Cst_3,Av_4,Av_5,Dst_6,Dst_7,Cst_8,Dst_9,Dst_10,Av_11,Av_12,Cst_13,Pas_14,Av_15,Dst_16,Av_17,Dst_18,Cst_19,Cst_20,Pas_21,Cst_22,Dst_23,Pas_24,Av_25,Cst_26,Pas_27,Pas_28,Pas_29,Dst_30,Pas_31,Av_Pass,ConstrB,DestrB,AnxEm,HappEm,DejEm,AngerEm
144,1,1,0,1,1,4,1,1,1,1,4,1,1,1,1,3,1,1,1,1,1,4,3,1,3,1,1,1,1,1,3,1,1,1,1,3.142857,1,1.88,3,1.4,1.25
145,1,2,0,2,2,2,2,1,1,2,3,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,1.25,2,1.333333,1.5,2.86,1.4,1.25
146,1,4,0,1,1,2,1,1,1,1,4,1,1,1,1,4,1,2,1,1,1,4,3,1,3,1,1,1,4,4,2,1,1,2,1.125,3.428571,1,1.25,2.86,2,1.5
147,1,2,0,2,2,3,2,1,1,1,3,1,1,1,2,3,2,3,1,2,1,3,3,2,3,1,2,1,2,3,3,2,1,2,1.875,2.857143,1,1.5,3,1.6,1.5
148,1,3,0,1,2,3,1,1,2,1,4,1,1,1,2,3,2,1,1,1,1,3,3,2,3,1,1,1,3,2,1,2,1,1,1.375,3.142857,1.166667,1.25,2.57,1.4,1.5
149,1,4,0,2,3,4,1,1,2,4,3,2,3,1,1,4,1,2,3,4,1,2,4,1,4,1,2,1,1,2,3,2,1,2,1.25,3.142857,2,1,3.43,1,2.25
150,1,3,0,1,1,4,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,4,4,1,4,1,4,1,1,1,1,1,1,2,1.375,3.571429,1,1.13,2.57,1.4,2
151,1,4,0,2,1,3,2,1,1,1,3,1,1,1,2,3,1,2,1,1,2,3,4,1,3,1,1,2,3,1,1,2,1,2,1.5,3.142857,1.166667,1.38,2.57,1.4,1.5
152,1,3,0,2,3,3,3,1,1,1,3,1,1,1,2,3,1,2,1,2,1,4,3,2,3,1,1,1,4,1,1,1,1,2,1.625,3.285714,1,1,3.57,1,1
153,0,3,0,1,1,4,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,4,4,1,4,4,1,1,4,1,1,1,1,4,1,3.714286,1,1,3,1,1.25
154,0,4,0,1,1,4,1,1,1,2,4,1,1,1,1,3,1,2,1,1,1,4,3,1,4,2,1,1,1,1,1,1,1,2,1.125,3.285714,1,1.13,3.14,1,1.25
155,1,3,0,2,2,2,2,3,1,1,2,2,2,2,2,2,1,3,2,1,2,1,2,2,2,2,1,2,2,1,1,1,1,1,2,1.857143,1.666667,1.13,2.86,1.2,1
156,1,2,0,2,1,3,1,2,2,1,3,1,1,1,2,3,1,1,1,1,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1.25,2.714286,1.166667,1.25,3.14,1.6,1.5
157,0,1,0,1,2,3,1,2,1,1,3,1,2,1,2,4,1,2,1,2,1,4,3,1,4,1,1,1,4,1,1,2,1,1,1.375,3.571429,1.166667,1.75,3.14,1,1.25
158,0,3,0,1,2,4,1,2,2,1,3,1,2,1,1,4,1,1,2,2,2,3,4,1,3,1,2,2,3,1,1,2,1,1,1.375,3.428571,1.666667,1,3.14,1,2
159,0,3,0,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,4,4,4,3,3,2,3,4,2,2,2,4,2,2,2.875,3,2.833333,3.13,2.43,2.8,2
160,1,4,0,1,2,3,1,1,3,1,3,2,2,1,1,4,3,1,2,3,2,3,3,1,3,1,3,3,1,1,1,3,1,1,1.75,2.857143,2,1.5,2,1.8,2.5
161,1,4,0,2,1,3,1,2,1,1,3,1,1,1,2,3,2,2,1,1,2,3,4,1,4,4,1,2,3,2,1,1,1,1,1.625,3.285714,1.166667,1.63,3.43,1.2,1.5
162,1,4,0,1,1,3,1,1,1,1,4,1,1,1,3,3,2,2,1,2,1,4,4,2,4,1,1,1,4,2,1,1,1,1,1.625,3.714286,1,1.25,3.86,1.2,1.25
163,1,4,0,3,3,3,1,3,3,2,3,3,3,3,1,2,2,1,2,2,3,2,2,2,2,1,2,2,2,2,1,1,2,2,1.75,2.285714,2.666667,2.25,1.71,2.2,1.75
164,1,2,0,2,3,3,1,1,1,1,3,1,1,1,2,3,1,1,1,1,2,3,3,1,3,1,1,1,3,1,1,1,1,1,1.125,3,1.166667,1.38,3,1.2,1.5
165,0,3,0,2,1,3,2,2,1,1,3,1,1,2,1,3,1,1,1,1,1,3,3,2,3,1,1,1,3,1,1,1,1,1,1.375,3,1,1,3.43,1.2,1.25
166,1,3,0,3,1,2,4,3,1,1,2,1,1,3,1,2,3,3,1,3,1,2,3,2,3,2,2,4,4,4,4,2,1,2,2.75,2.571429,1,1.13,3,1.2,1
167,1,3,0,2,1,4,2,1,1,1,3,1,1,1,3,3,1,1,1,1,1,3,4,1,4,1,1,1,1,1,1,1,1,1,1.375,3.142857,1,1.38,4,1,1.25
168,1,2,0,4,1,3,2,1,1,1,2,1,1,1,4,3,1,2,1,2,1,2,2,1,3,1,2,2,3,2,1,2,1,1,1.875,2.571429,1,1.5,3,1,1.5
169,0,1,0,4,2,2,2,1,2,1,2,1,1,1,2,2,1,1,1,1,1,2,2,3,2,1,1,2,2,1,1,1,1,1,1.625,2,1.166667,1.5,3,1.2,1.75
170,1,3,0,2,1,3,2,1,1,1,3,1,1,4,3,3,2,2,1,2,2,3,3,2,3,1,1,2,3,1,1,1,1,2,1.875,3,1.166667,1.5,3.43,2.4,1.25
171,1,2,0,3,2,3,1,2,1,1,3,1,1,2,1,3,1,2,2,2,1,3,3,1,3,3,1,2,3,1,1,2,1,1,1.375,3,1.166667,1.5,2.86,1,1.5
172,1,3,0,2,4,3,1,2,2,1,3,2,2,2,3,3,3,2,2,3,2,2,3,1,3,1,1,2,2,2,1,2,2,2,1.875,2.714286,2,2.25,2.86,1.4,2.5
173,1,3,0,2,2,3,2,1,1,1,3,1,1,1,3,4,1,2,1,1,1,3,3,1,3,1,1,1,4,1,1,1,1,3,1.5,3.285714,1,1.13,3.86,1,1.75
174,1,2,0,2,1,3,1,1,1,2,3,1,1,1,2,2,1,2,3,2,1,2,2,1,3,1,3,1,3,2,2,3,1,2,1.5,2.571429,1.333333,3.25,1.57,1.6,3
175,1,4,0,1,1,4,1,1,1,1,4,1,2,1,1,3,1,1,2,1,2,3,4,1,3,1,1,1,4,1,1,2,1,1,1,3.571429,1.5,1.13,3,1.2,1.5
176,1,3,0,2,2,3,1,1,1,1,4,1,1,1,2,3,1,2,1,1,1,3,3,1,3,1,1,1,3,1,1,2,1,1,1.25,3.142857,1,2,2.86,2,2
177,0,4,0,2,1,4,2,1,1,3,4,1,1,1,2,3,1,2,1,1,1,3,3,2,3,1,2,2,3,1,2,3,1,1,1.75,3.285714,1,1.38,2.57,1.6,1.75
178,0,4,0,1,3,1,1,2,2,2,4,3,2,1,1,1,1,3,1,1,2,4,4,2,4,4,1,2,4,1,2,1,1,3,1.625,3.142857,1.833333,1.38,3.86,1,1.75
179,1,3,0,1,2,2,1,2,1,1,4,1,1,2,4,4,1,1,1,2,2,4,4,1,4,1,2,2,4,1,2,2,1,2,1.75,3.714286,1.166667,1.38,3.71,1.2,1.25
180,1,3,0,2,2,3,2,2,1,2,3,1,1,1,2,3,1,1,2,2,2,2,3,2,3,1,2,2,3,2,1,2,1,2,1.75,2.857143,1.333333,1.63,3,1.2,1.75
181,1,2,0,1,1,3,1,1,1,2,4,1,1,1,2,3,2,2,2,2,2,3,2,2,3,1,1,2,3,2,1,1,1,1,1.625,3,1.333333,1.5,1.86,1.6,2.75
182,0,2,0,2,2,4,2,2,1,1,4,1,1,1,1,4,1,2,1,1,1,4,4,1,4,1,1,1,4,1,1,1,1,2,1.375,4,1,1,3.86,1,1
183,1,4,0,1,1,4,1,1,1,1,4,1,1,1,1,4,1,4,1,1,1,4,4,1,4,1,1,1,4,1,1,1,1,4,1.375,4,1,1,3.43,1,1.25
184,1,4,0,1,2,4,3,2,2,2,4,2,2,1,2,4,1,1,1,1,2,4,4,3,4,1,2,1,1,2,2,1,1,2,1.875,3.571429,1.666667,2.38,3,1.2,1.75
185,0,2,0,2,1,3,1,2,1,2,2,1,1,1,3,3,1,3,1,2,2,3,4,2,4,1,4,1,4,1,1,2,1,1,2.125,3.285714,1.166667,1,3.71,1,1.5
186,0,1,0,3,2,4,2,1,1,1,3,1,1,1,3,4,1,2,3,3,2,3,3,2,3,1,1,2,3,1,1,2,1,2,1.75,3.285714,1.5,1.25,3.29,1,1.25
187,1,2,0,3,2,2,2,2,1,1,2,1,1,1,3,3,1,2,2,1,1,2,3,1,2,1,1,1,2,1,1,1,2,1,1.625,2.285714,1.333333,1.5,3.14,1,2
188,0,1,0,1,3,3,1,1,1,3,3,1,1,1,1,4,1,3,1,3,1,4,4,1,3,2,1,1,4,1,1,2,1,1,1.25,3.571429,1,1,3.86,1,1.5
189,1,2,0,2,2,4,1,2,1,2,4,1,1,2,2,4,1,1,2,1,2,4,4,3,3,1,1,2,4,1,1,3,1,1,1.625,3.857143,1.333333,1,3,1.4,1.5
190,1,4,0,3,2,2,3,3,2,1,1,1,1,2,4,4,2,2,2,2,2,3,3,3,3,1,2,2,1,2,3,1,1,1,2.625,2.428571,1.5,1.75,3.43,1.2,1.75
191,1,4,0,2,3,3,2,1,2,2,3,1,1,2,2,4,2,2,1,1,2,4,4,2,4,1,2,2,4,2,2,1,2,2,1.875,3.714286,1.5,1.38,3.57,1.6,1.5
192,1,2,0,2,3,3,2,1,1,2,3,3,2,1,2,3,1,2,2,3,2,3,2,1,3,2,2,3,3,2,1,2,1,1,1.75,2.857143,1.833333,1.63,2.86,1.4,1.5
193,1,3,0,2,1,2,2,3,1,1,3,1,1,2,2,3,1,2,3,2,1,3,3,1,4,1,1,1,4,1,1,2,1,2,1.625,3.142857,1.333333,1.75,2.14,1,1.25
194,1,3,0,2,1,4,1,1,1,1,3,1,1,1,2,3,2,2,1,1,1,3,4,2,3,1,2,2,3,2,3,1,1,2,1.75,3.285714,1,2.75,2.86,2.6,1
195,1,3,0,2,4,1,2,1,1,4,1,1,2,2,4,1,1,1,1,1,4,3,1,4,1,1,1,1,1,1,1,2,1,1,1.875,1.285714,1.666667,1.5,2.14,1.8,1.5
196,0,1,0,2,1,2,2,1,1,1,2,1,1,2,2,3,1,2,1,2,1,3,3,2,2,1,2,2,2,1,2,1,1,2,1.75,2.428571,1,1.5,3.14,1,1.25
197,1,4,0,1,4,1,2,1,1,4,1,1,1,1,3,1,2,1,1,1,3,4,1,4,1,1,1,4,1,3,1,1,2,2,2.25,1.428571,1.5,1.63,2,2,1
198,1,1,0,1,1,3,1,2,1,1,3,1,1,1,3,3,1,1,1,1,1,3,3,1,3,1,1,1,3,1,1,1,1,1,1.375,3,1,1,3,1,1
199,1,4,0,1,1,4,1,1,1,1,4,1,1,1,4,4,1,3,2,1,1,4,4,1,4,1,1,1,1,1,1,1,1,4,1.625,3.571429,1.166667,2.13,3.71,1,1.25
200,1,1,0,1,2,4,2,2,1,1,3,1,1,2,3,3,1,1,1,2,1,3,3,1,3,1,1,1,4,1,1,2,1,1,1.5,3.285714,1,1.13,3.71,1.4,1.25
201,1,2,0,2,1,3,2,2,1,1,3,1,1,1,1,3,1,3,1,1,2,4,3,1,3,1,1,1,3,1,1,2,1,1,1.5,3.142857,1.166667,1.25,3.43,1.4,1
202,1,3,0,3,2,3,4,4,1,1,3,1,1,2,4,4,1,2,1,4,1,2,4,2,4,1,2,4,4,1,2,2,1,1,2.875,3.428571,1,2,2.43,1.2,1.5
203,1,2,0,1,1,4,3,2,1,1,4,1,1,2,4,4,1,1,1,1,2,4,4,1,4,1,2,1,4,1,1,1,1,1,1.875,4,1.166667,1,3.86,1.4,1.25
204,0,1,0,2,1,3,2,1,1,1,3,1,1,1,2,3,1,1,1,1,1,3,3,1,3,1,2,1,3,1,1,2,1,1,1.375,3,1,1,2.71,1,1.25
205,1,4,0,2,2,3,1,2,2,3,4,1,1,2,1,3,1,1,3,1,2,3,4,3,4,3,1,2,1,1,1,1,2,1,1.5,3.142857,1.833333,1.88,2.86,1.6,2.5
206,1,2,0,2,1,3,2,1,1,1,3,1,1,1,2,3,2,3,1,1,1,3,3,1,3,1,2,1,3,1,2,2,1,2,1.75,3,1,1.5,3.14,1.2,1.5
207,1,4,0,1,2,2,1,1,2,1,4,1,1,1,2,4,1,2,2,2,2,4,4,1,4,1,1,1,4,1,1,1,2,1,1.25,3.714286,1.666667,1.38,3.71,1.2,2
208,1,4,0,2,1,2,2,2,1,2,2,2,2,2,2,3,1,1,3,1,1,2,2,2,3,2,2,2,3,2,2,2,1,2,1.75,2.428571,1.666667,1.88,3,1.4,1.25
209,1,3,0,1,1,1,2,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,3,3,1,3,1,1,1,3,1,1,1,1,1.625,1.285714,1.333333,1.5,2.14,2.2,1
210,0,2,0,1,1,3,2,1,2,1,3,1,1,1,1,3,1,1,1,1,1,3,3,1,3,1,1,1,3,2,1,1,1,1,1.125,3,1.166667,1.63,3,1.2,1.25
211,0,2,0,2,2,2,2,1,1,2,2,1,1,1,4,3,1,2,1,2,1,3,2,1,3,3,2,2,3,1,1,2,1,2,1.875,2.571429,1,1.5,2.29,1,1.5
212,0,1,0,2,2,3,2,2,1,4,1,1,4,1,4,2,2,1,4,1,4,4,2,4,1,1,1,2,1,3,3,1,1,4,2.25,2,2.5,1.25,3.14,1.4,1.5
213,1,3,0,2,1,3,2,1,1,1,3,1,1,3,3,4,1,2,1,2,2,4,4,2,4,4,1,1,4,1,1,2,1,2,1.625,3.714286,1.166667,1.5,3.29,1.2,2
214,1,4,0,2,2,3,1,1,1,1,4,1,1,1,2,4,2,2,1,1,1,4,4,1,4,1,1,1,4,1,2,1,1,2,1.375,3.857143,1,1,4,1.2,1
215,1,2,0,1,2,4,2,2,2,1,3,2,2,1,3,3,2,3,1,2,1,3,3,1,3,1,2,1,3,2,1,2,1,2,2,3.142857,1.5,1.75,1.29,2.2,2.25
216,1,1,0,1,1,1,2,1,3,1,1,2,1,1,1,1,1,2,3,0,0,3,0,3,1,2,3,0,3,2,3,2,1,3,1.625,1.428571,1.666667,2.25,3.29,1,1.75
217,1,2,0,1,1,2,1,2,2,1,4,2,1,1,1,3,1,2,2,1,2,3,4,1,3,1,1,1,3,1,2,2,2,1,1.25,3.142857,1.833333,2,2.71,1,1.75
218,1,4,0,1,2,4,1,1,1,1,4,1,1,1,2,4,2,1,1,1,2,4,3,1,4,1,1,1,2,2,1,2,1,2,1.25,3.571429,1.166667,2,2.57,1.6,2.25
219,0,2,0,1,4,3,1,3,1,1,3,1,1,1,1,3,1,1,1,3,1,3,3,1,3,1,1,1,3,1,1,1,1,2,1.25,3,1,1,3.86,1,1
220,0,2,0,2,2,3,2,1,1,1,2,1,1,1,2,2,1,2,2,1,1,3,2,1,3,1,1,1,2,1,1,1,1,2,1.375,2.428571,1.166667,1.88,2.29,1.6,1.75
221,1,2,0,1,1,4,1,1,1,1,3,1,1,1,1,4,1,1,1,1,1,4,4,1,4,1,1,1,4,1,1,1,1,1,1,3.857143,1,1.25,3.86,1,1
222,1,4,0,1,1,3,1,1,1,2,4,1,1,1,1,4,1,2,1,1,1,4,3,1,3,1,2,1,3,2,1,1,1,1,1.25,3.428571,1,1,2.86,1,1.5
223,1,3,0,1,1,4,1,1,2,1,4,1,1,1,2,4,1,2,2,1,2,4,4,1,4,1,2,1,4,1,2,2,1,2,1.375,4,1.5,1.5,3.29,1.2,1.75
224,1,4,0,1,1,3,1,1,1,1,3,2,1,1,1,4,1,2,1,2,1,4,3,1,4,1,2,1,3,1,1,1,2,2,1.25,3.428571,1.333333,1.13,3.43,1,1.25
225,1,4,0,1,1,3,1,1,1,3,3,1,1,1,4,3,1,2,1,1,1,3,3,1,3,1,2,1,3,1,1,1,1,1,1.625,3,1,1,3.57,1.2,1
226,1,2,0,1,1,4,2,2,1,2,3,1,1,1,2,2,3,2,2,2,1,2,4,4,1,3,2,2,1,3,1,2,2,1,2.375,2.428571,1.333333,1.13,2.86,1.8,1.75
227,0,3,0,4,1,3,3,2,1,1,3,2,1,1,3,4,1,2,3,2,1,3,4,1,3,1,2,2,3,2,1,2,1,2,2,3.285714,1.5,1.63,2.57,1.8,2
228,1,3,0,1,2,3,1,1,1,1,3,1,1,1,4,3,1,1,1,1,1,4,4,1,4,1,1,1,4,1,1,1,1,1,1.375,3.571429,1,1,3,1.4,1.25
229,1,3,0,2,2,2,2,1,1,1,2,1,1,1,4,3,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1.75,2.142857,1,1.88,2.57,1.6,2.25
230,0,2,0,1,2,3,2,1,2,1,3,2,1,1,2,3,2,4,1,1,2,3,4,2,3,1,1,1,2,2,2,2,1,2,1.875,3,1.5,1.88,2.71,1.8,1.75
231,0,1,0,2,3,4,1,3,1,2,2,1,3,2,4,3,2,1,1,1,2,2,2,1,3,3,2,2,3,2,1,1,1,1,2,2.714286,1.5,1.25,2.71,1.2,1.5
232,0,2,0,2,1,4,2,1,1,1,3,1,1,1,2,2,1,2,1,1,4,4,1,3,1,1,1,3,1,1,1,1,1,1,1.875,2.285714,1.5,1,2.86,1.4,1
233,1,3,0,2,1,3,2,2,1,1,3,1,1,1,3,3,1,2,1,1,2,3,4,2,3,1,2,1,3,1,2,1,1,2,1.875,3.142857,1.166667,1.63,2.86,1,1.25
234,1,1,0,1,1,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,3,1,3,1,1,1,3,1,1,1,1,1,1,3,1,1.38,3,1,1
235,1,2,0,1,2,3,1,1,1,1,4,1,1,1,3,3,1,1,1,1,2,4,4,1,3,1,1,1,4,2,1,2,1,1,1.25,3.571429,1.166667,1.5,3,1.2,1.75
236,0,4,0,2,2,3,2,1,2,2,3,2,2,1,2,3,1,2,1,2,1,3,3,2,3,1,1,2,2,2,1,2,1,2,1.625,2.857143,1.5,1.5,3,1.4,1.75
237,1,2,0,4,1,2,4,1,1,1,2,2,1,1,4,2,3,2,2,1,3,2,2,2,2,1,1,1,1,1,2,1,1,3,2.25,1.857143,1.666667,1.63,3,1,2
238,0,4,0,2,1,3,1,1,1,1,4,1,1,1,3,4,1,3,1,2,1,3,3,1,4,1,1,1,3,1,1,2,1,1,1.5,3.428571,1,1.25,3,1.4,1.25
239,1,4,0,1,2,3,2,1,2,3,3,2,2,1,2,3,2,1,2,1,2,3,3,2,3,1,2,2,3,2,1,2,1,2,1.75,3,1.833333,1.75,2.43,2,1.75
240,1,3,0,1,2,3,1,1,1,1,3,1,1,1,1,3,1,2,2,1,1,3,3,2,3,1,2,1,3,2,4,2,1,2,1.375,3,1.166667,1.38,2.86,1,1.25
241,1,3,0,2,1,4,1,1,1,1,1,1,1,1,2,4,1,1,1,2,2,4,4,1,4,1,4,1,4,1,1,2,1,3,1.5,3.571429,1.166667,1.13,3.71,1.2,1.5
242,0,4,0,3,1,2,2,2,1,2,2,1,1,1,2,2,1,2,3,2,3,2,2,3,4,1,2,2,3,1,2,3,3,3,2,2.428571,2,1.38,2.29,1.8,1.5
243,0,3,0,2,2,3,2,2,1,1,3,1,1,2,4,3,2,2,2,2,1,3,3,2,3,1,1,2,3,1,1,2,1,1,2.125,3,1.166667,1.63,3.43,1,1.25
244,0,2,0,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.857143,1.833333,2.13,2,2,1.75
245,1,2,0,2,2,2,1,1,1,2,3,2,1,4,3,3,1,1,3,1,2,3,3,1,3,1,1,2,1,1,2,2,1,2,1.375,2.571429,1.666667,1.13,3.14,1.6,1.25
246,1,2,0,1,1,4,1,1,1,1,4,1,1,1,1,4,1,2,1,1,1,4,4,1,4,1,1,1,4,1,1,1,1,1,1.125,4,1,1.38,3.86,1.2,1.25
247,1,3,0,1,1,4,1,1,1,1,4,1,1,1,1,4,1,4,1,1,1,4,4,1,4,1,1,1,4,1,1,2,1,1,1.375,4,1,1,3,1.4,1.5
248,0,4,0,2,1,3,1,1,1,1,3,1,1,1,2,3,2,3,2,1,1,3,2,1,3,1,1,1,3,2,2,2,1,2,1.5,2.857143,1.166667,2,2.57,1.8,1.5
249,1,1,0,2,3,4,3,1,1,1,4,1,1,1,4,4,2,1,1,1,1,4,3,3,3,1,1,1,3,1,1,3,1,1,2,3.571429,1,1.13,2.57,1.8,2
250,1,3,0,2,1,4,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,3,3,1,3,1,1,1,4,1,1,1,1,1,1,3.285714,1,1.13,3.71,1.2,1
251,1,4,0,2,1,3,1,2,2,1,2,1,1,1,2,3,1,1,1,1,1,3,3,1,3,1,1,1,3,2,1,1,1,1,1.25,2.857143,1.166667,1.25,2.86,1,2
252,1,1,0,1,1,1,1,2,3,3,1,2,2,1,1,2,3,2,2,2,3,2,2,2,2,1,2,3,3,1,3,1,1,1,2,1.857143,2.166667,1.75,2.86,1.8,1
253,1,4,0,1,1,4,2,1,1,1,4,1,1,1,2,4,1,2,1,2,1,4,4,2,4,4,2,1,4,1,2,1,1,1,1.625,4,1,1.38,3.86,1.2,1.25
254,1,4,0,2,1,3,1,2,1,2,3,1,2,1,3,3,1,2,1,2,2,3,4,3,4,1,1,2,3,1,1,2,1,2,1.875,3.285714,1.333333,1.75,2.29,1.8,1.75
255,0,4,0,1,1,2,2,1,1,1,2,1,1,1,1,4,1,2,1,1,1,4,4,2,3,1,1,1,1,2,1,3,1,1,1.375,2.857143,1,1,3.43,1.4,1.5
256,1,2,0,1,1,4,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,4,4,1,4,1,1,1,4,1,2,1,1,2,1,4,1,1.13,3.29,1,1.25
257,0,4,0,1,1,3,1,2,1,1,4,2,1,1,2,3,2,3,2,1,1,4,4,1,3,1,1,1,3,1,3,2,1,2,1.625,3.428571,1.333333,1.13,3,1.2,1.75
258,1,3,0,2,2,3,1,1,1,4,4,1,1,1,3,4,2,1,2,2,1,4,4,2,4,1,1,1,4,1,4,2,2,2,1.5,3.857143,1.333333,1.5,3.86,1.6,2
259,1,2,0,1,1,3,1,2,1,1,4,1,1,1,2,4,1,2,2,1,2,4,3,1,3,4,1,1,3,2,1,1,2,4,1.375,3.428571,1.5,1.25,3.71,1,2
260,0,4,0,2,1,3,1,2,1,1,4,1,1,1,1,3,1,3,1,2,1,3,3,1,3,1,1,1,3,1,1,1,1,1,1.375,3.142857,1,1.25,3.43,1,1.25
261,1,3,0,2,2,1,2,2,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,1.75,1.857143,1.5,2.75,2.29,1.6,1.75
262,1,2,0,2,2,3,1,1,1,1,4,1,1,1,2,4,1,1,1,2,2,4,4,1,3,1,1,2,1,1,1,2,1,1,1.25,3.285714,1.166667,1.5,3.43,1.2,1.5
263,1,3,0,1,1,3,1,2,1,1,3,1,1,2,1,3,2,2,1,2,2,2,4,2,1,1,2,3,2,2,2,2,1,1,1.875,2.571429,1.166667,2,2.29,2,1.75
264,0,2,0,1,2,2,1,1,2,2,4,1,2,2,1,3,2,2,2,2,1,3,3,2,3,1,3,2,3,3,2,2,1,3,1.75,3,1.5,2,3,1.6,1.75
265,1,3,0,2,2,2,2,2,2,1,2,2,2,1,2,2,2,3,2,3,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1.875,2,1.833333,3.13,2,2.2,2.25
266,1,3,0,1,2,4,2,2,2,1,3,2,2,1,3,3,2,3,1,2,1,3,3,1,3,1,2,1,3,2,1,2,1,2,2,3.142857,1.5,1.75,1.29,2.2,2.25
267,1,2,0,2,1,3,1,2,1,2,2,1,1,1,2,4,2,2,1,2,1,2,3,2,3,1,1,1,3,1,2,2,2,2,1.625,2.857143,1.166667,1.63,2.29,1.4,1.75
268,1,4,0,2,2,3,1,2,1,2,3,1,1,1,2,4,2,2,1,2,1,2,3,2,3,2,1,1,2,1,2,2,2,2,1.625,2.857143,1.166667,1.5,2.29,1.6,1.75
269,1,3,0,1,2,3,1,2,1,2,3,1,1,2,2,3,2,2,1,2,1,2,3,2,3,2,1,1,2,2,1,2,2,1,1.625,2.714286,1.166667,1.25,2.57,2,1.5
270,0,2,0,1,1,3,1,1,1,2,2,1,2,1,3,3,1,3,1,2,1,3,4,2,2,1,1,2,2,2,2,2,1,1,1.75,2.714286,1.166667,1.75,2.71,1.8,1.75
271,1,4,0,2,1,4,1,1,1,2,2,2,1,1,3,3,1,3,2,2,2,3,4,1,3,1,2,2,3,2,2,1,1,3,1.75,3.142857,1.5,1.75,2.43,1.4,1.5
272,1,3,0,1,1,4,1,1,2,1,2,2,1,1,2,4,1,2,1,3,2,3,4,1,2,1,1,2,3,3,2,2,1,4,1.375,3.142857,1.5,1.63,2.71,1.6,1.75
273,1,4,0,1,1,3,3,1,1,1,3,1,1,1,2,2,2,3,1,2,1,3,3,2,2,2,1,1,4,3,1,3,1,2,1.875,2.857143,1,1.5,3,2,1
274,1,4,0,2,1,1,1,1,1,2,3,1,2,2,1,3,1,3,2,2,2,2,4,1,3,1,3,2,3,2,1,3,1,2,1.625,2.714286,1.5,1.5,2.29,1.4,1.5
275,0,4,0,1,1,4,2,2,1,2,4,1,2,2,2,2,1,2,1,1,1,3,2,1,2,1,2,1,3,2,2,3,1,3,1.625,2.857143,1.166667,1.5,2.86,1.6,1.75
276,1,2,0,1,2,3,1,2,2,1,4,2,1,1,3,2,3,2,1,1,2,2,2,1,3,2,2,1,4,1,2,1,2,3,1.875,2.857143,1.666667,1.38,3.14,1.4,1.5
277,1,4,0,2,2,2,1,1,1,1,3,1,1,1,3,3,2,1,2,1,1,2,4,2,3,1,1,1,4,1,3,2,2,3,1.5,3,1.333333,1.38,2.57,1.6,1.5
278,0,3,0,2,2,4,1,1,1,3,3,2,2,1,3,3,2,2,2,1,1,3,4,2,3,1,2,2,3,1,3,2,2,3,1.875,3.285714,1.666667,1.38,3,1.6,1.5
279,1,2,1,1,2,4,1,2,1,1,4,1,1,2,1,4,2,1,3,2,2,4,4,1,4,2,1,1,4,2,1,2,1,1,1.25,4,1.5,1.88,3.29,1.4,1.75
280,0,2,1,2,1,3,2,2,1,1,2,1,1,2,1,3,1,2,1,2,2,2,2,1,3,1,3,1,4,1,2,2,1,2,1.625,2.714286,1.166667,1.63,2.71,1.8,1.5
281,1,3,1,1,2,4,1,1,1,1,4,1,2,2,1,4,2,2,1,1,2,4,4,1,4,1,1,2,4,1,1,2,1,2,1.375,4,1.333333,1.38,3,1.4,1.5
282,1,2,1,1,2,3,1,1,1,1,3,1,1,1,1,4,1,1,1,1,1,4,4,1,4,1,1,1,4,1,1,1,1,1,1,3.714286,1,1.13,3.86,1.2,1.25
283,0,3,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,4,4,1,4,1,1,1,4,1,1,1,1,1,1,4,1,1.25,3.71,1,1
284,1,2,1,1,2,3,1,1,1,1,3,1,1,1,1,4,1,1,1,1,1,4,4,1,4,1,1,1,4,1,1,1,1,1,1,3.714286,1,1.25,3.86,1.2,1.25
285,1,2,1,2,2,2,2,1,1,2,3,2,2,1,2,3,2,2,3,2,3,3,3,2,2,1,2,1,3,4,2,3,2,2,1.75,2.714286,2.166667,3,2,2.2,3
286,1,2,1,1,2,2,2,2,2,1,4,2,2,1,2,3,1,2,3,1,2,3,3,1,2,1,1,2,4,1,1,1,2,3,1.625,3,2.166667,1.38,3.29,1.2,2.25
